# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
12.277,2287.246,155.045,157.449,-14.457,14.457,309.44,0.135,309.44,89.975,27.407,0.033,28.61,-80.597,0.575,-2.58e-5,1.822,-0.009,77.176,89.953
12.327,2294.98,154.327,156.739,-14.293,14.301,310.81,0.136,310.81,89.975,27.395,0.465,28.61,-80.597,0.298,-2.592e-5,4.239,-0.011,77.334,89.957
12.377,2302.679,153.616,156.034,-14.138,14.169,312.179,0.137,312.179,89.975,27.36,0.935,28.61,-80.597,0.023,-2.498e-5,5.129,-0.124,77.575,89.963
12.427,2310.342,152.912,155.331,-14.037,14.085,313.546,0.138,313.546,89.975,27.304,1.16,28.61,-80.597,0.121,-2.482e-5,-4.64,-0.044,77.822,89.968
12.477,2317.97,152.212,154.631,-13.95,14.014,314.91,0.139,314.91,89.975,27.244,1.333,28.61,-80.597,0.235,-2.516e-5,-3.805,-0.033,78.036,89.971
12.527,2325.563,151.517,153.934,-13.855,13.944,316.27,0.14,316.27,89.975,27.171,1.572,28.61,-80.597,0.385,-2.627e-5,-2.082,-0.021,78.186,89.971
12.577,2333.122,150.826,153.24,-13.811,13.898,317.627,0.141,317.627,89.974,27.091,1.552,28.61,-80.597,0.385,-2.609e-5,0.13,-0.021,78.235,89.967
12.627,2340.646,150.136,152.547,-13.807,13.871,318.98,0.143,318.98,89.974,27.019,1.333,28.61,-80.597,0.266,-2.556e-5,1.866,-0.024,78.182,89.961
12.677,2348.135,149.445,151.857,-13.814,13.855,320.329,0.144,320.329,89.974,26.959,1.072,28.61,-80.597,0.115,-2.578e-5,2.874,-0.047,78.06,89.955
12.727,2355.59,148.754,151.169,-13.796,13.828,321.676,0.145,321.676,89.974,26.911,0.953,28.61,-80.597,0.043,-2.572e-5,3.146,-0.159,77.908,89.949
12.777,2363.011,148.065,150.483,-13.768,13.797,323.02,0.146,323.02,89.974,26.864,0.891,28.61,-80.597,0.005,-2.58e-5,2.902,-1.639,77.745,89.947
12.827,2370.397,147.377,149.798,-13.79,13.802,324.362,0.147,324.362,89.974,26.824,0.586,28.61,-80.597,0.184,-2.583e-5,-3.032,-0.043,77.582,89.947
12.877,2377.748,146.687,149.116,-13.776,13.783,325.703,0.148,325.703,89.974,26.802,0.458,28.61,-80.597,0.264,-2.601e-5,-1.63,-0.026,77.464,89.949
12.927,2385.066,146,148.435,-13.725,13.734,327.042,0.15,327.042,89.974,26.776,0.5,28.61,-80.597,0.237,-2.732e-5,-0.489,-0.024,77.412,89.954
12.977,2392.349,145.315,147.757,-13.638,13.656,328.38,0.151,328.38,89.974,26.75,0.71,28.61,-80.597,0.101,-2.761e-5,0.567,-0.026,77.417,89.959
13.027,2399.597,144.636,147.081,-13.543,13.577,329.717,0.152,329.717,89.974,26.705,0.964,28.61,-80.597,0.067,-2.77e-5,-0.503,0.009,77.447,89.964
13.077,2406.812,143.96,146.407,-13.49,13.528,331.051,0.153,331.051,89.973,26.655,1.015,28.61,-80.597,0.106,-2.772e-5,-0.038,0.006,77.461,89.967
13.127,2413.993,143.287,145.736,-13.451,13.488,332.382,0.154,332.382,89.973,26.605,0.998,28.61,-80.597,0.102,-2.76e-5,0.475,0.011,77.45,89.968
13.177,2421.141,142.615,145.067,-13.398,13.44,333.711,0.156,333.711,89.973,26.555,1.063,28.61,-80.597,0.15,-2.749e-5,0.983,0.002,77.414,89.967
13.227,2428.255,141.947,144.399,-13.365,13.404,335.038,0.157,335.038,89.973,26.5,1.031,28.61,-80.597,0.133,-2.769e-5,1.801,-0.004,77.344,89.963
13.277,2435.336,141.279,143.734,-13.365,13.392,336.362,0.158,336.362,89.973,26.453,0.842,28.61,-80.597,0.009,-2.763e-5,2.133,0.021,77.244,89.958
13.327,2442.383,140.61,143.07,-13.363,13.38,337.683,0.159,337.683,89.973,26.416,0.671,28.61,-80.597,0.105,-2.747e-5,-1.896,0.005,77.141,89.954
13.377,2449.397,139.942,142.408,-13.367,13.375,339.003,0.16,339.003,89.973,26.386,0.474,28.61,-80.597,0.239,-2.746e-5,-1.162,0.007,77.062,89.95
13.427,2456.377,139.274,141.748,-13.309,13.32,340.322,0.162,340.322,89.973,26.365,0.563,28.61,-80.597,0.175,-2.806e-5,0.046,0.007,77.035,89.947
13.477,2463.324,138.612,141.09,-13.197,13.228,341.639,0.163,341.639,89.973,26.327,0.906,28.61,-80.597,0.07,-2.785e-5,-0.265,0.013,77.047,89.947
13.527,2470.238,137.954,140.434,-13.12,13.165,342.954,0.164,342.955,89.973,26.276,1.09,28.61,-80.596,0.205,-2.789e-5,0.458,0.008,77.045,89.949
13.577,2477.12,137.3,139.781,-13.078,13.125,344.267,0.165,344.267,89.972,26.22,1.114,28.61,-80.596,0.228,-2.799e-5,1.425,0.008,76.998,89.952
13.627,2483.968,136.646,139.129,-13.069,13.106,345.577,0.166,345.577,89.972,26.166,0.983,28.61,-80.596,0.138,-2.83e-5,2.316,0.013,76.903,89.955
13.677,2490.784,135.992,138.479,-13.079,13.101,346.884,0.168,346.884,89.972,26.123,0.772,28.61,-80.596,0.013,-2.822e-5,-2.558,0.132,76.778,89.959
13.727,2497.568,135.338,137.83,-13.083,13.096,348.189,0.169,348.189,89.972,26.089,0.595,28.61,-80.596,0.142,-2.801e-5,-2.222,0.014,76.657,89.961
13.777,2504.318,134.684,137.183,-13.082,13.089,349.493,0.17,349.493,89.972,26.063,0.442,28.61,-80.596,0.255,-2.786e-5,-1.385,0.007,76.565,89.962
13.827,2511.036,134.031,136.537,-13.046,13.054,350.795,0.171,350.795,89.972,26.043,0.439,28.61,-80.596,0.255,-2.707e-5,-0.212,0.005,76.525,89.962
13.877,2517.721,133.38,135.894,-12.999,13.008,352.097,0.173,352.097,89.972,26.018,0.486,28.61,-80.596,0.215,-2.718e-5,0.688,0.006,76.537,89.961
13.927,2524.374,132.731,135.252,-12.948,12.959,353.397,0.174,353.397,89.972,25.993,0.545,28.61,-80.596,0.164,-2.706e-5,1.513,0.005,76.593,89.958
13.977,2530.994,132.086,134.613,-12.856,12.88,354.696,0.175,354.696,89.972,25.962,0.79,28.61,-80.596,0.034,-2.73e-5,-1.887,-0.02,76.682,89.955
14.027,2537.583,131.445,133.975,-12.773,12.812,355.993,0.176,355.993,89.972,25.915,1.008,28.61,-80.596,0.214,-2.718e-5,-1.279,-0.008,76.764,89.953
14.077,2544.139,130.808,133.34,-12.696,12.753,357.288,0.178,357.288,89.972,25.861,1.204,28.61,-80.596,0.377,-2.76e-5,-0.202,-0.007,76.803,89.951
14.127,2550.664,130.175,132.707,-12.651,12.713,358.579,0.179,358.579,89.971,25.797,1.258,28.61,-80.596,0.427,-2.751e-5,1.547,-0.006,76.77,89.95
14.177,2557.156,129.543,132.075,-12.642,12.694,359.867,0.18,359.867,89.971,25.737,1.147,28.61,-80.596,0.345,-2.726e-5,3.011,-0.008,76.655,89.95
14.227,2563.618,128.911,131.444,-12.642,12.682,361.153,0.181,361.153,89.971,25.683,1.004,28.61,-80.596,0.232,-2.718e-5,4.148,-0.01,76.474,89.951
14.277,2570.047,128.278,130.815,-12.682,12.701,362.436,0.183,362.436,89.971,25.639,0.688,28.61,-80.596,0.029,-2.702e-5,-4.643,-0.07,76.25,89.952
14.327,2576.446,127.642,130.187,-12.718,12.725,363.717,0.184,363.717,89.971,25.614,0.407,28.61,-80.596,0.266,-2.693e-5,-3.962,-0.005,76.032,89.954
14.377,2582.812,127.007,129.56,-12.718,12.721,364.997,0.185,364.997,89.971,25.596,0.29,28.61,-80.596,0.367,-2.725e-5,-2.761,-0.005,75.862,89.955
14.427,2589.146,126.371,128.935,-12.671,12.676,366.277,0.187,366.277,89.971,25.582,0.359,28.61,-80.596,0.311,-2.728e-5,-1.387,-0.005,75.759,89.957
14.477,2595.449,125.739,128.311,-12.625,12.632,367.555,0.188,367.555,89.971,25.561,0.421,28.61,-80.596,0.257,-2.709e-5,-0.475,-4.769e-4,75.714,89.958
14.527,2601.72,125.109,127.689,-12.583,12.591,368.833,0.189,368.833,89.971,25.54,0.458,28.61,-80.596,0.22,-2.727e-5,0.456,-0.005,75.714,89.958
14.577,2607.96,124.481,127.069,-12.525,12.537,370.109,0.19,370.109,89.971,25.514,0.564,28.61,-80.596,0.121,-2.715e-5,1.055,-0.006,75.753,89.958
14.627,2614.168,123.857,126.451,-12.455,12.476,371.384,0.192,371.384,89.97,25.482,0.72,28.61,-80.596,0.025,-2.712e-5,-1.271,-0.05,75.813,89.957
14.677,2620.346,123.236,125.835,-12.395,12.424,372.657,0.193,372.657,89.97,25.442,0.838,28.61,-80.596,0.14,-2.702e-5,-0.916,-0.014,75.87,89.954
14.727,2626.492,122.617,125.22,-12.352,12.384,373.928,0.194,373.928,89.97,25.399,0.889,28.61,-80.596,0.195,-2.726e-5,-0.341,-0.01,75.902,89.952
14.777,2632.607,122,124.607,-12.305,12.342,375.197,0.195,375.197,89.97,25.354,0.96,28.61,-80.596,0.268,-2.746e-5,0.43,-0.007,75.901,89.95
14.827,2638.692,121.386,123.996,-12.267,12.307,376.464,0.197,376.464,89.97,25.304,0.996,28.61,-80.596,0.309,-2.76e-5,1.441,-0.006,75.854,89.949
14.877,2644.746,120.773,123.386,-12.263,12.295,377.728,0.198,377.728,89.97,25.256,0.887,28.61,-80.596,0.214,-2.761e-5,2.402,-0.01,75.757,89.949
14.927,2650.769,120.16,122.777,-12.257,12.283,378.989,0.199,378.989,89.97,25.215,0.794,28.61,-80.596,0.129,-2.765e-5,2.878,-0.014,75.624,89.949
14.977,2656.762,119.548,122.17,-12.242,12.264,380.249,0.201,380.249,89.97,25.176,0.745,28.61,-80.596,0.084,-2.778e-5,3.259,-0.019,75.47,89.95
15.027,2662.724,118.935,121.564,-12.255,12.268,381.507,0.202,381.507,89.97,25.142,0.58,28.61,-80.596,0.075,-2.779e-5,-3.346,-0.017,75.302,89.951
15.077,2668.656,118.323,120.959,-12.237,12.249,382.764,0.203,382.764,89.97,25.117,0.548,28.61,-80.596,0.107,-2.798e-5,-2.878,-0.003,75.146,89.952
15.127,2674.556,117.712,120.355,-12.184,12.202,384.019,0.205,384.019,89.969,25.086,0.657,28.61,-80.596,5.237e-4,-2.802e-5,-2.45,1.202,75.008,89.953
15.177,2680.427,117.103,119.753,-12.19,12.201,385.272,0.206,385.272,89.969,25.053,0.53,28.61,-80.596,0.125,-2.804e-5,-2.715,0.007,74.87,89.954
15.227,2686.267,116.493,119.152,-12.216,12.221,386.524,0.207,386.524,89.969,25.033,0.32,28.61,-80.596,0.335,-2.845e-5,-1.924,0.002,74.751,89.955
15.277,2692.076,115.882,118.552,-12.205,12.207,387.776,0.209,387.776,89.969,25.02,0.26,28.61,-80.596,0.395,-2.858e-5,-0.749,2.927e-4,74.684,89.955
15.327,2697.855,115.273,117.954,-12.2,12.202,389.026,0.21,389.026,89.969,25.007,0.165,28.61,-80.596,0.489,-2.837e-5,0.502,9.19e-5,74.676,89.955
15.377,2703.603,114.663,117.357,-12.121,12.126,390.276,0.211,390.276,89.969,24.999,0.357,28.61,-80.596,0.286,-2.83e-5,1.977,-0.002,74.741,89.955
15.427,2709.321,114.061,116.762,-11.986,12.011,391.526,0.213,391.526,89.969,24.97,0.777,28.61,-80.596,0.164,-2.845e-5,-2.096,-0.015,74.848,89.953
15.477,2715.01,113.464,116.169,-11.886,11.935,392.773,0.214,392.773,89.969,24.923,1.073,28.61,-80.596,0.485,-2.877e-5,-1.09,-0.01,74.932,89.951
15.527,2720.668,112.872,115.578,-11.846,11.9,394.018,0.215,394.018,89.969,24.866,1.127,28.61,-80.596,0.554,-2.799e-5,0.579,-0.01,74.945,89.949
15.577,2726.297,112.279,114.988,-11.859,11.898,395.26,0.216,395.26,89.969,24.813,0.965,28.61,-80.596,0.394,-2.842e-5,1.988,-0.01,74.879,89.948
15.627,2731.896,111.686,114.399,-11.856,11.888,396.499,0.218,396.499,89.969,24.769,0.874,28.61,-80.596,0.302,-2.79e-5,2.879,-0.012,74.757,89.947
15.677,2737.465,111.093,113.812,-11.863,11.887,397.737,0.219,397.737,89.968,24.726,0.748,28.61,-80.596,0.167,-2.787e-5,3.652,-0.018,74.592,89.947
15.727,2743.005,110.5,113.225,-11.855,11.875,398.972,0.221,398.972,89.968,24.693,0.69,28.61,-80.596,0.103,-2.774e-5,3.87,-0.026,74.403,89.947
15.777,2748.515,109.908,112.64,-11.85,11.866,400.206,0.222,400.206,89.968,24.658,0.623,28.61,-80.596,0.026,-2.772e-5,4.181,-0.081,74.201,89.948
15.827,2753.996,109.315,112.055,-11.828,11.845,401.438,0.223,401.438,89.968,24.629,0.622,28.61,-80.596,0.024,-2.772e-5,4.07,-0.039,73.994,89.95
15.877,2759.447,108.725,111.472,-11.802,11.819,402.669,0.225,402.669,89.968,24.596,0.64,28.61,-80.596,0.043,-2.774e-5,4.287,0.015,73.786,89.951
15.927,2764.868,108.134,110.89,-11.84,11.847,403.898,0.226,403.898,89.968,24.568,0.419,28.61,-80.596,0.217,-2.774e-5,-4.151,0.004,73.572,89.953
15.977,2770.26,107.541,110.308,-11.867,11.87,405.126,0.227,405.126,89.968,24.553,0.244,28.61,-80.596,0.425,-2.76e-5,-3.176,0.004,73.386,89.954
16.027,2775.622,106.948,109.727,-11.875,11.875,406.353,0.229,406.353,89.968,24.542,0.139,28.61,-80.596,0.551,-2.795e-5,-1.949,0.002,73.257,89.955
16.077,2780.955,106.354,109.148,-11.868,11.868,407.58,0.23,407.58,89.968,24.538,0.078,28.61,-80.596,0.625,-2.769e-5,-0.362,7.349e-4,73.199,89.955
16.127,2786.258,105.761,108.569,-11.827,11.828,408.807,0.231,408.807,89.968,24.533,0.13,28.61,-80.596,0.56,-2.759e-5,1.179,0.003,73.22,89.954
16.177,2791.531,105.172,107.993,-11.729,11.735,410.033,0.233,410.033,89.967,24.523,0.382,28.61,-80.596,0.245,-2.75e-5,2.34,-0.002,73.311,89.953
16.227,2796.775,104.588,107.418,-11.65,11.664,411.259,0.234,411.259,89.967,24.496,0.57,28.61,-80.596,0.003,-2.758e-5,-2.422,-0.464,73.434,89.952
16.277,2801.99,104.006,106.845,-11.619,11.634,412.483,0.235,412.483,89.967,24.467,0.584,28.61,-80.596,0.035,-2.759e-5,-2.415,-0.033,73.556,89.95
16.327,2807.176,103.426,106.274,-11.575,11.594,413.705,0.237,413.705,89.967,24.437,0.651,28.61,-80.596,0.135,-2.751e-5,-2.258,-0.01,73.674,89.948
16.377,2812.333,102.849,105.704,-11.512,11.54,414.926,0.238,414.926,89.967,24.401,0.795,28.61,-80.596,0.335,-2.748e-5,-1.719,-0.006,73.775,89.947
16.427,2817.461,102.275,105.135,-11.442,11.484,416.145,0.24,416.145,89.967,24.357,0.973,28.61,-80.596,0.577,-2.712e-5,-0.644,-0.006,73.837,89.946
16.477,2822.56,101.704,104.568,-11.384,11.438,417.362,0.241,417.362,89.967,24.305,1.114,28.61,-80.596,0.77,-2.693e-5,0.981,-0.008,73.83,89.944
16.527,2827.631,101.136,104.002,-11.355,11.412,418.576,0.242,418.576,89.967,24.248,1.139,28.61,-80.596,0.814,-2.729e-5,2.891,-0.01,73.734,89.943
16.577,2832.674,100.568,103.437,-11.358,11.406,419.787,0.244,419.787,89.967,24.193,1.048,28.61,-80.596,0.705,-2.8e-5,4.683,-0.013,73.543,89.943
16.627,2837.688,100,102.873,-11.387,11.42,420.995,0.245,420.995,89.967,24.144,0.861,28.61,-80.596,0.461,-2.832e-5,6.053,-0.018,73.272,89.943
16.677,2842.674,99.43,102.31,-11.403,11.426,422.201,0.247,422.201,89.967,24.106,0.737,28.61,-80.596,0.291,-2.832e-5,6.801,-0.027,72.949,89.944
16.727,2847.631,98.86,101.748,-11.428,11.443,423.406,0.248,423.406,89.966,24.071,0.586,28.61,-80.596,0.076,-2.829e-5,7.3,-0.09,72.595,89.945
16.777,2852.56,98.287,101.186,-11.465,11.472,424.609,0.249,424.609,89.966,24.047,0.405,28.61,-80.596,0.189,-2.827e-5,-7.102,-0.029,72.232,89.946
16.827,2857.46,97.713,100.624,-11.525,11.526,425.811,0.251,425.811,89.966,24.031,0.159,28.61,-80.596,0.548,-2.804e-5,-6.39,-0.009,71.892,89.948
16.877,2862.331,97.135,100.063,-11.57,11.57,427.012,0.252,427.012,89.966,24.03,0.033,28.61,-80.596,0.831,-2.876e-5,-4.761,-0.005,71.611,89.949
16.927,2867.173,96.556,99.502,-11.569,11.569,428.214,0.254,428.214,89.966,24.033,0.083,28.61,-80.596,0.912,-2.87e-5,-2.894,-0.004,71.419,89.95
16.977,2871.986,95.978,98.942,-11.556,11.556,429.415,0.255,429.416,89.966,24.038,0.102,28.61,-80.596,0.945,-2.848e-5,-0.92,-0.001,71.323,89.951
17.027,2876.771,95.401,98.384,-11.534,11.535,430.617,0.256,430.618,89.966,24.043,0.105,28.61,-80.596,0.951,-2.813e-5,1.05,-0.002,71.326,89.952
17.077,2881.527,94.826,97.827,-11.452,11.452,431.82,0.258,431.82,89.966,24.046,0.073,28.61,-80.596,0.684,-2.826e-5,2.887,-6.362e-4,71.427,89.951
17.127,2886.254,94.256,97.272,-11.367,11.37,433.022,0.259,433.022,89.966,24.035,0.262,28.61,-80.596,0.386,-2.838e-5,3.854,-0.003,71.598,89.95
17.177,2890.952,93.689,96.719,-11.297,11.304,434.223,0.261,434.223,89.966,24.02,0.406,28.61,-80.596,0.146,-2.827e-5,4.452,-0.011,71.808,89.949
17.227,2895.623,93.126,96.168,-11.191,11.212,435.424,0.262,435.424,89.965,23.993,0.682,28.61,-80.596,0.308,-2.83e-5,-4.348,-0.012,72.032,89.947
17.277,2900.265,92.569,95.618,-11.1,11.138,436.622,0.264,436.622,89.965,23.952,0.92,28.61,-80.596,0.7,-2.815e-5,-3.267,-0.008,72.225,89.945
17.327,2904.88,92.016,95.07,-11.076,11.115,437.819,0.265,437.819,89.965,23.904,0.93,28.61,-80.596,0.74,-2.828e-5,-1.746,-0.006,72.351,89.943
17.377,2909.466,91.462,94.523,-11.073,11.107,439.013,0.267,439.013,89.965,23.86,0.868,28.61,-80.596,0.664,-2.799e-5,-0.441,-0.007,72.405,89.942
17.427,2914.026,90.908,93.976,-11.048,11.084,440.205,0.268,440.205,89.965,23.817,0.887,28.61,-80.595,0.71,-2.83e-5,0.823,-0.008,72.396,89.941
17.477,2918.557,90.357,93.431,-11.009,11.051,441.394,0.269,441.394,89.965,23.771,0.959,28.61,-80.595,0.84,-2.858e-5,2.254,-0.009,72.32,89.94
17.527,2923.061,89.807,92.887,-11.004,11.042,442.582,0.271,442.582,89.965,23.722,0.913,28.61,-80.595,0.777,-2.889e-5,3.859,-0.008,72.166,89.94
17.577,2927.538,89.256,92.344,-11.039,11.063,443.767,0.272,443.767,89.965,23.681,0.729,28.61,-80.595,0.481,-2.886e-5,5.025,-0.012,71.942,89.94
17.627,2931.987,88.703,91.802,-11.045,11.064,444.95,0.274,444.95,89.965,23.648,0.652,28.61,-80.595,0.353,-2.877e-5,5.66,-0.013,71.674,89.941
17.677,2936.408,88.151,91.26,-11.051,11.067,446.132,0.275,446.132,89.965,23.616,0.581,28.61,-80.595,0.228,-2.885e-5,6.257,-0.018,71.375,89.941
17.727,2940.802,87.598,90.719,-11.085,11.093,447.312,0.277,447.312,89.965,23.591,0.425,28.61,-80.595,0.053,-2.888e-5,-6.402,-0.06,71.056,89.942
17.777,2945.168,87.043,90.179,-11.115,11.119,448.491,0.278,448.491,89.964,23.574,0.288,28.61,-80.595,0.305,-2.888e-5,-6.064,-0.007,70.743,89.943
17.827,2949.506,86.487,89.639,-11.124,11.126,449.669,0.28,449.669,89.964,23.561,0.22,28.61,-80.595,0.437,-2.877e-5,-5.375,-0.004,70.456,89.944
17.877,2953.817,85.931,89.1,-11.123,11.124,450.847,0.281,450.847,89.964,23.551,0.181,28.61,-80.595,0.514,-2.866e-5,-4.573,-0.001,70.207,89.945
17.927,2958.099,85.375,88.561,-11.111,11.113,452.024,0.283,452.024,89.964,23.543,0.173,28.61,-80.595,0.534,-2.871e-5,-3.654,-1.9e-4,70.001,89.946
17.977,2962.354,84.82,88.024,-11.068,11.071,453.201,0.284,453.201,89.964,23.533,0.255,28.61,-80.595,0.383,-2.866e-5,-2.836,0.003,69.84,89.947
18.027,2966.582,84.268,87.488,-11.011,11.017,454.377,0.286,454.378,89.964,23.517,0.376,28.61,-80.595,0.151,-2.883e-5,-2.402,0.009,69.711,89.947
18.077,2970.781,83.719,86.953,-10.977,10.985,455.553,0.287,455.553,89.964,23.496,0.425,28.61,-80.595,0.05,-2.881e-5,-2.292,0.034,69.594,89.947
18.127,2974.953,83.17,86.42,-10.998,11.003,456.727,0.289,456.727,89.964,23.476,0.315,28.61,-80.595,0.261,-2.88e-5,-2.137,0.009,69.482,89.947
18.177,2979.098,82.619,85.886,-11.016,11.018,457.901,0.29,457.901,89.964,23.464,0.217,28.61,-80.595,0.453,-2.871e-5,-1.482,0.007,69.39,89.947
18.227,2983.215,82.069,85.354,-10.981,10.984,459.073,0.292,459.074,89.964,23.453,0.268,28.61,-80.595,0.347,-2.865e-5,-0.799,0.006,69.334,89.946
18.277,2987.305,81.521,84.823,-10.933,10.939,460.246,0.293,460.246,89.964,23.437,0.354,28.61,-80.595,0.163,-2.859e-5,-0.419,0.006,69.304,89.946
18.327,2991.367,80.976,84.294,-10.873,10.883,461.417,0.295,461.417,89.963,23.417,0.479,28.61,-80.595,0.107,-2.857e-5,0.327,-0.004,69.288,89.945
18.377,2995.403,80.434,83.765,-10.822,10.838,462.587,0.296,462.587,89.963,23.389,0.577,28.61,-80.595,0.322,-2.856e-5,0.717,-0.005,69.263,89.944
18.427,2999.411,79.893,83.238,-10.789,10.807,463.756,0.298,463.756,89.963,23.36,0.625,28.61,-80.595,0.437,-2.839e-5,1.27,-0.005,69.214,89.944
18.477,3003.392,79.355,82.712,-10.746,10.769,464.923,0.299,464.923,89.963,23.327,0.704,28.61,-80.595,0.616,-2.814e-5,2.031,-0.006,69.132,89.943
18.527,3007.346,78.818,82.187,-10.718,10.743,466.089,0.301,466.089,89.963,23.29,0.742,28.61,-80.595,0.708,-2.805e-5,3.048,-0.007,69.006,89.942
18.577,3011.274,78.283,81.663,-10.729,10.75,467.252,0.302,467.252,89.963,23.254,0.664,28.61,-80.595,0.554,-2.81e-5,4.017,-0.007,68.828,89.942
18.627,3015.175,77.746,81.14,-10.733,10.75,468.414,0.304,468.414,89.963,23.223,0.612,28.61,-80.595,0.451,-2.802e-5,4.658,-0.009,68.611,89.942
18.677,3019.048,77.209,80.617,-10.733,10.748,469.575,0.305,469.575,89.963,23.193,0.572,28.61,-80.595,0.368,-2.804e-5,5.278,-0.01,68.362,89.942
18.727,3022.895,76.672,80.095,-10.767,10.776,470.733,0.307,470.734,89.963,23.167,0.441,28.61,-80.595,0.073,-2.809e-5,5.619,-0.033,68.088,89.942
18.777,3026.716,76.132,79.574,-10.817,10.82,471.891,0.308,471.891,89.963,23.149,0.272,28.61,-80.595,0.321,-2.812e-5,-5.446,-0.003,67.809,89.943
18.827,3030.509,75.591,79.053,-10.803,10.806,473.048,0.31,473.049,89.962,23.138,0.277,28.61,-80.595,0.313,-2.817e-5,-4.851,-0.002,67.551,89.943
18.877,3034.275,75.052,78.533,-10.756,10.762,474.205,0.311,474.205,89.962,23.121,0.368,28.61,-80.595,0.098,-2.821e-5,-4.624,-0.005,67.316,89.943
18.927,3038.014,74.515,78.014,-10.769,10.773,475.361,0.313,475.361,89.962,23.102,0.3,28.61,-80.595,0.262,-2.815e-5,-4.478,0.001,67.087,89.944
18.977,3041.726,73.975,77.495,-10.814,10.815,476.515,0.314,476.515,89.962,23.091,0.152,28.61,-80.595,0.624,-2.805e-5,-3.888,0.002,66.876,89.944
19.027,3045.411,73.434,76.977,-10.805,10.806,477.67,0.316,477.67,89.962,23.086,0.142,28.61,-80.595,0.651,-2.784e-5,-2.954,0.002,66.705,89.945
19.077,3049.07,72.895,76.46,-10.764,10.766,478.824,0.317,478.824,89.962,23.076,0.211,28.61,-80.595,0.478,-2.778e-5,-2.261,0.004,66.576,89.945
19.127,3052.701,72.357,75.945,-10.739,10.742,479.977,0.319,479.977,89.962,23.065,0.236,28.61,-80.595,0.412,-2.786e-5,-1.718,0.004,66.477,89.945
19.177,3056.305,71.821,75.43,-10.744,10.746,481.13,0.321,481.13,89.962,23.053,0.187,28.61,-80.595,0.534,-2.798e-5,-1.187,0.004,66.403,89.945
19.227,3059.883,71.283,74.916,-10.733,10.734,482.283,0.322,482.283,89.962,23.045,0.178,28.61,-80.595,0.552,-2.803e-5,-0.448,0.004,66.363,89.945
19.277,3063.434,70.748,74.403,-10.699,10.702,483.435,0.324,483.435,89.962,23.035,0.221,28.61,-80.595,0.431,-2.798e-5,0.121,0.004,66.355,89.944
19.327,3066.958,70.213,73.892,-10.667,10.67,484.586,0.325,484.586,89.962,23.023,0.261,28.61,-80.595,0.31,-2.795e-5,0.577,0.005,66.373,89.944
19.377,3070.455,69.681,73.382,-10.641,10.645,485.737,0.327,485.737,89.961,23.009,0.287,28.61,-80.595,0.225,-2.801e-5,0.861,0.004,66.409,89.943
19.427,3073.926,69.149,72.872,-10.614,10.618,486.887,0.328,486.887,89.961,22.995,0.314,28.61,-80.595,0.134,-2.8e-5,1.093,0.002,66.459,89.942
19.477,3077.37,68.62,72.364,-10.582,10.588,488.036,0.33,488.037,89.961,22.978,0.354,28.61,-80.595,0.002,-2.801e-5,1.137,-0.24,66.516,89.941
19.527,3080.788,68.091,71.858,-10.55,10.557,489.185,0.332,489.185,89.961,22.959,0.397,28.61,-80.595,0.143,-2.802e-5,-1.093,-0.011,66.573,89.94
19.577,3084.179,67.565,71.352,-10.511,10.521,490.332,0.333,490.332,89.961,22.938,0.458,28.61,-80.595,0.341,-2.805e-5,-0.835,-0.01,66.622,89.938
19.627,3087.544,67.04,70.848,-10.487,10.498,491.479,0.335,491.479,89.961,22.914,0.482,28.61,-80.595,0.432,-2.796e-5,-0.376,-0.009,66.652,89.937
19.677,3090.883,66.516,70.344,-10.456,10.469,492.624,0.336,492.624,89.961,22.889,0.525,28.61,-80.595,0.581,-2.794e-5,0.111,-0.008,66.66,89.936
19.727,3094.196,65.994,69.842,-10.441,10.454,493.768,0.338,493.768,89.961,22.862,0.528,28.61,-80.595,0.616,-2.785e-5,0.82,-0.008,66.637,89.935
19.777,3097.483,65.472,69.34,-10.439,10.451,494.91,0.339,494.91,89.961,22.837,0.496,28.61,-80.595,0.542,-2.789e-5,1.384,-0.009,66.581,89.934
19.827,3100.743,64.951,68.84,-10.399,10.414,496.051,0.341,496.051,89.961,22.811,0.568,28.61,-80.595,0.78,-2.788e-5,1.995,-0.007,66.498,89.934
19.877,3103.978,64.432,68.34,-10.351,10.372,497.191,0.343,497.191,89.961,22.78,0.658,28.61,-80.595,1.069,-2.789e-5,2.964,-0.006,66.375,89.933
19.927,3107.186,63.915,67.842,-10.34,10.361,498.329,0.344,498.329,89.96,22.746,0.655,28.61,-80.595,1.081,-2.813e-5,4.08,-0.006,66.199,89.933
19.977,3110.369,63.398,67.344,-10.334,10.354,499.466,0.346,499.466,89.96,22.715,0.639,28.61,-80.595,1.051,-2.806e-5,5.094,-0.006,65.969,89.934
20.027,3113.526,62.882,66.848,-10.322,10.341,500.601,0.347,500.601,89.96,22.683,0.641,28.61,-80.595,1.073,-2.799e-5,6.126,-0.005,65.689,89.934
